ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price
7894133,Imported,MPV,Karachi,Lunar Silver Metallic,1500,Petrol,Honda,65000,BR-V,Karachi,Automatic,1905,4300000
7859070,,SUV,Lahore,Red,2000,Petrol,KIA,37300,Sportage,Islamabad,Automatic,1905,6745000
7894132,Imported,Micro Van,Karachi,White,660,Petrol,Suzuki,143,Every,Karachi,Automatic,1905,2150000
7894134,Imported,Sedan,Rawalpindi,White,1300,Petrol,Toyota,200000,Corolla,Lahore,Automatic,1905,1650000
7894107,,Sedan,Multan,Crystal Black Pearl,1300,Petrol,Honda,50,City,Punjab,Manual,1905,3500000
7873913,,Sedan,Peshawar,Black,1300,Petrol,Honda,230000,City,Peshawar,Manual,1905,2500000
7894146,,Sedan,Karachi,Modern Steel Metallic,1300,Petrol,Honda,129000,City,Karachi,Automatic,1905,2240000
7884445,Imported,Hatchback,Rawalpindi,Silver,1000,Petrol,Toyota,91697,Passo,Islamabad,Automatic,1905,2900000
7884436,,Sedan,Rawalpindi,White,1800,Petrol,Honda,90425,Civic,Islamabad,Automatic,1905,5600000
7437150,,,Karachi,Grey,1500,Petrol,Toyota,151000,Sprinter,Karachi,Manual,,1025000
7894065,,Sedan,Lahore,Phoenix Red,1600,Petrol,Mitsubishi,250000,Lancer,Lahore,Manual,1905,1325000
7894078,,Sedan,Lahore,Taffeta White,1300,Petrol,Honda,75000,City,Sahiwal,Manual,1905,4300000
7894140,,Hatchback,Jampur,Solid White,1000,Petrol,Suzuki,3700,Wagon,Sindh,Manual,1905,3300000
7894069,,Sedan,Lahore,Super White,1500,Petrol,Toyota,52000,Yaris,Punjab,Automatic,1905,4500000
7793520,,Pick Up,Lahore,White,1000,Petrol,FAW,60000,Carrier,Lahore,Manual,1905,800000
7894084,,Hatchback,Rawalpindi,Graphite Grey,796,Petrol,Suzuki,3580,Mehran,Sindh,Manual,1905,950000
7894068,,Sedan,Esa,Silver Metallic,1300,Petrol,Toyota,147428,Corolla,Punjab,Manual,1905,2670000
7894087,,Pick Up,Islamabad,White,2600,Diesel,Hyundai,125000,Shehzore,Punjab,Manual,1905,2100000
7628038,,Hatchback,Wah,Silver,1000,Petrol,Suzuki,90000,Alto,Islamabad,Manual,1905,1250000
7321731,Imported,Hatchback,Lahore,Brown,1000,Petrol,Toyota,46000,Vitz,Un-Registered,Automatic,1905,4400000
7894033,,,Islamabad,White,1300,Petrol,Suzuki,147852,Liana,Lahore,Manual,1905,950000
7894093,,Hatchback,Gujranwala,White,800,Petrol,Daihatsu,202853,Cuore,Punjab,Automatic,1905,790000
7894095,Imported,Hatchback,Islamabad,Snow White,1000,Petrol,Toyota,150000,Passo,Swat,Automatic,1905,1690000
7894079,,Sedan,Islamabad,White,1300,Petrol,Toyota,95000,Corolla,Islamabad,Manual,1905,2700000
7894097,,Sedan,Karachi,Grey,1800,Petrol,Honda,87000,Civic,Karachi,Automatic,1905,2875000
7894102,,,Rahim,Silver,1000,Petrol,FAW,96905,X-PV,Islamabad,Manual,1905,550000
7875584,Imported,Hatchback,Dera,Silver,1000,Petrol,Toyota,220000,Vitz,Sindh,Automatic,1905,1400000
7894091,Imported,Hatchback,Islamabad,White,660,Petrol,Suzuki,73000,Alto,Un-Registered,Automatic,1905,3300000
7894032,Imported,,Karachi,Silver,660,Petrol,Daihatsu,66500,Hijet,Karachi,Automatic,1905,1550000
7884450,Imported,Crossover,Rawalpindi,Blue,1500,Hybrid,Honda,39394,Vezel,Un-Registered,Automatic,1905,7900000
7894034,,Mini Van,Rawalpindi,Silver,1000,Petrol,FAW,13588,X-PV,Punjab,Manual,1905,980000
7894013,Imported,SUV,Karachi,Super White,2700,Petrol,Toyota,96605,Prado,Sindh,Automatic,1905,19500000
7894031,,Sedan,Layyah,Super white,1798,Petrol,Toyota,101000,Corolla,Islamabad,Automatic,1905,4100000
7894036,,Sedan,Chishtian,Gold,1800,Petrol,Toyota,400000,Corolla,Multan,Manual,1905,2000000
7894042,Imported,Station Wagon,Arifwala,Blue,1500,Hybrid,Toyota,140,Corolla,Islamabad,Automatic,1905,4450000
7815994,,Sedan,Rawalpindi,Pink,1600,Petrol,Toyota,175000,Corolla,Islamabad,Manual,1905,2275000
7894038,,Van,Ahmed,White,800,Petrol,Suzuki,65000,Bolan,Lahore,Manual,1905,1500000
7606496,Imported,Sedan,Rawalpindi,Silver,1500,Petrol,Nissan,96000,Bluebird,Islamabad,Automatic,1905,2980000
7894046,,Hatchback,Karachi,Gold,1000,Petrol,Suzuki,40000,Cultus,Karachi,Manual,1905,1440000
7453005,,Sedan,Rawalpindi,Black,1300,Petrol,Toyota,120000,Corolla,Lahore,Manual,1905,1450000
7894047,,Sedan,Bahawalpur,Modern Steel Metallic,1800,Petrol,Honda,149000,Civic,Sindh,Automatic,1905,1646000
7894043,,Hatchback,Islamabad,Graphite Grey,1300,Petrol,Suzuki,93000,Swift,Islamabad,Automatic,1905,2150000
7894049,,Mini Van,Gujranwala,White,999,Petrol,Changan,23000,Karvaan,Punjab,Manual,1905,2300000
7894053,,Sedan,Faisalabad,White,1300,Petrol,Honda,80000,City,Islamabad,Manual,1905,3600000
7894062,Imported,Sedan,Karachi,Blue Metallic,1300,Petrol,Toyota,62000,Belta,Karachi,Automatic,1905,1920000
7884455,,Pick Up,Rawalpindi,Black,2800,Diesel,Toyota,34578,Hilux,Islamabad,Automatic,1905,14900000
7894104,,Sedan,Islamabad,Grey,1300,Petrol,Mitsubishi,185000,Lancer,Karachi,Manual,1905,1250000
7894105,,Sedan,Pak,Grey,1300,Petrol,Honda,367000,City,Islamabad,Manual,1905,1720000
7490737,,Sedan,Rawalpindi,Black ,2000,Diesel,Toyota,142000,Corolla,Sindh,Manual,1905,1600000
7894020,Imported,Sedan,Peshawar,Super White,1800,Hybrid,Toyota,12220,Prius,Lahore,Automatic,1905,4600000
7803819,Imported,Hatchback,Karachi,,660,Petrol,Toyota,86000,Pixis,Karachi,Automatic,1905,1900000
7893987,,Hatchback,Multan,Solid White,1000,Petrol,Suzuki,161000,Wagon,Punjab,Manual,1905,2070000
7862824,,Hatchback,Hyderabad,White,1000,Petrol,Suzuki,35000,Cultus,Sindh,Manual,1905,3000000
7894039,,Hatchback,Lahore,White,660,Petrol,Suzuki,32000,Alto,Punjab,Manual,1905,2350000
7893996,,Van,Kasur,Solid White,800,Petrol,Suzuki,21000,Bolan,Lahore,Manual,1905,1850000
7888035,Imported,Crossover,Islamabad,Black,1800,Hybrid,Toyota,63000,C-HR,Un-Registered,Automatic,1905,9500000
7893998,,Hatchback,Rahim,Silky Silver,660,Petrol,Suzuki,100000,Alto,Sindh,Manual,1905,2150000
7894006,Imported,,Gujranwala,White,660,Petrol,Daihatsu,100000,Hijet,Lahore,Manual,1905,1225000
7389756,,Hatchback,Swabi,White,1000,Petrol,Suzuki,86000,Cultus,Multan,Manual,1905,800000
7722637,Imported,,Charsadda,Red,2400,Diesel,Mazda,200000,Bt,Peshawar,Manual,1905,1500000
7894015,,MPV,Chakwal,Grey,1500,Petrol,Honda,54000,BR-V,Islamabad,Automatic,1905,4890000
7462758,,Crossover,Lahore,White,1600,Petrol,Chery,1900,Tiggo,Punjab,Automatic,,10300000
7894016,,Hatchback,Multan,Mineral Grey,1240,Petrol,Suzuki,24000,Swift,Punjab,Automatic,1905,4200000
7894011,,Van,Khangarh,Solid White,800,Petrol,Suzuki,15000,Bolan,Lahore,Manual,1905,1650000
7894021,,Hatchback,Rawalpindi,Silver,1000,Petrol,Suzuki,54000,Cultus,Islamabad,Manual,1905,1830000
7894018,,,Sargodha,White,1600,Petrol,Toyota,15,Corolla,Multan,Manual,1905,2000000
7607781,,Sedan,Taxila,Black,1300,Petrol,Toyota,160000,Corolla,Lahore,Manual,1905,2300000
7894022,,Sedan,Abbottabad,Taffeta White,1300,Petrol,Honda,86000,City,Islamabad,Manual,1905,3500000
7893914,Imported,Hatchback,Peshawar,Silver,1300,Petrol,Toyota,205000,Vitz,Lahore,Automatic,1905,2080000
7711480,,Hatchback,Islamabad,Solid White,1000,Petrol,Suzuki,22981,Wagon,Islamabad,Automatic,1905,3200000
5471203,,Sedan,Pano,White,1800,Petrol,Toyota,105000,Corolla,Lahore,Automatic,1905,4500000
7894028,,Sedan,Multan,Super white,1798,Petrol,Toyota,24000,Corolla,Islamabad,Automatic,1905,7150000
7894023,Imported,Hatchback,Islamabad,White,1000,Petrol,Toyota,27000,Passo,Islamabad,Automatic,1905,4100000
4255644,,Sedan,Layyah,White,1300,Petrol,Toyota,51000,Corolla,Lahore,Manual,1905,5000000
7893955,Imported,Sedan,Islamabad,Taffeta White,1800,Petrol,Honda,98000,Civic,Islamabad,Automatic,1905,4530000
7893961,,Sedan,Faisalabad,White,2000,Petrol,Hyundai,46000,Elantra,Islamabad,Automatic,1905,4150000
7893933,,Sedan,Kotli,White,1300,Petrol,Toyota,136000,Corolla,Islamabad,Manual,1905,3900000
7893952,Imported,SUV,Peshawar,Black Mica Metallic,1500,Petrol,Toyota,125000,Rush,Islamabad,Automatic,1905,3850000
7893964,,Hatchback,Lahore,Black,1000,Petrol,Hyundai,100000,Santro,Lahore,Manual,1905,950000
7893969,,Sedan,Rawalpindi,Taffeta White,1800,Petrol,Honda,96000,Civic,Islamabad,Automatic,1905,5350000
7888064,Imported,Pick Up,Islamabad,Oxford White,6200,Petrol,Ford,66000,F,Karachi,Automatic,1905,15000000
7893973,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,52500,Civic,Lahore,Automatic,1905,6100000
7893974,,Hatchback,Lahore,Mineral Grey,1242,Petrol,Suzuki,8000,Swift,Punjab,Automatic,1905,4950000
7893971,,Hatchback,Karachi,Silky Silver,1000,Petrol,Suzuki,30000,Wagon,Karachi,Manual,1905,2600000
7893956,,Hatchback,Lahore,White,660,Petrol,Suzuki,52000,Alto,Lahore,Automatic,1905,2740000
7893975,,Hatchback,Wah,Silver,800,Petrol,Suzuki,44000,Mehran,Islamabad,Manual,1905,1430000
7893979,,Sedan,Gujranwala,White,1800,Petrol,Honda,53000,Civic,Lahore,Automatic,1905,5950000
7893985,,Sedan,Lahore,Lunar Silver,1500,Petrol,Changan,9500,Alsvin,Punjab,Automatic,1905,4050000
7893951,,Hatchback,Sialkot,Grey,660,Petrol,Suzuki,25000,Alto,Punjab,Manual,1905,2285000
7893938,,Hatchback,Lahore,White,1000,Petrol,KIA,34000,Picanto,Lahore,Manual,1905,3200000
7893983,,Sedan,Lahore,,1300,Petrol,Honda,105500,City,Lahore,Manual,1905,3680000
7893990,,Sedan,Rawalpindi,Lunar Silver Metallic,1800,Petrol,Honda,99000,Civic,Islamabad,Automatic,1905,4699000
7893984,,Sedan,Sheikhupura,Attitude Black,1300,Petrol,Toyota,121700,Corolla,Lahore,Manual,1905,2950000
7893939,Imported,,Tando,Green,2800,Diesel,Toyota,253510,Hilux,Sindh,Manual,1905,2500000
6513225,,SUV,Islamabad,Silver,2000,Petrol,KIA,23000,Sportage,Islamabad,Automatic,1905,8300000
7893943,,Sedan,Faisalabad,Sporty Blue Metallic,1300,Petrol,Honda,130000,City,Islamabad,Manual,1905,2800000
7893941,,Hatchback,Lahore,Silver,1000,Petrol,Suzuki,15000,Cultus,Multan,Manual,1905,695000
7352993,Imported,,Multan,White,660,Petrol,Daihatsu,6500,Mira,Un-Registered,Automatic,1905,4100000
7407236,,Mini Van,Lahore,Black,1000,Petrol,Changan,4950,Karvaan,Lahore,Manual,1905,2625000
7893912,,Sedan,Rawalpindi,Super White,1500,Petrol,Toyota,42000,Yaris,Islamabad,Automatic,1905,4475000
7893949,,Hatchback,Lahore,Silky Silver,660,Petrol,Suzuki,73500,Alto,Punjab,Manual,1905,2387000
7722687,,Hatchback,Bahawalpur,Silver,1300,Petrol,FAW,135000,V2,Sindh,Manual,1905,1410000
7893915,Imported,Hatchback,Islamabad,Absolutely Red,1000,Petrol,Toyota,183000,Vitz,Islamabad,Automatic,1905,2025000
7893916,Imported,Hatchback,Islamabad,Black,1000,Petrol,Toyota,76000,Vitz,Islamabad,Automatic,1905,3650000
7893922,Imported,,Peshawar,Black,1500,Petrol,Subaru,168000,Impreza,Rawalpindi,Automatic,1905,2200000
7893918,,Sedan,Lahore,Crystal Black Pearl,1498,Petrol,Honda,61000,Civic,Punjab,Automatic,1905,8000000
7892526,,Hatchback,Muzaffarabad,Silver Metallic,800,Petrol,Suzuki,100000,Mehran,Rawalpindi,Manual,1905,1200000
7394427,Imported,Sedan,Islamabad,Silver,1500,Petrol,Daewoo,170000,Racer,Bahawalpur,Manual,1905,560000
7893930,,Sedan,Karachi,Black,1800,Petrol,Honda,85000,Civic,Karachi,Automatic,1905,3150000
7893923,Imported,Hatchback,Peshawar,Solid White,660,Hybrid,Suzuki,65000,Wagon,Islamabad,Automatic,1905,3200000
7846203,,Sedan,Rawalpindi,Super White,1300,Petrol,Toyota,12000,Yaris,Punjab,Automatic,1905,4550000
7597847,Imported,Sedan,Islamabad,Beige,2500,Petrol,Toyota,72000,Crown,Islamabad,Automatic,1905,14500000
7821765,,Sedan,Lahore,Attitude Black ,1300,Petrol,Toyota,450000,Corolla,Punjab,Manual,1905,1775000
7893931,,Sedan,Faisalabad,Attitude Black,1300,Petrol,Toyota,200000,Corolla,Lahore,Manual,1905,3175000
7830748,,Hatchback,Islamabad,White,1000,Petrol,Suzuki,20000,Wagon,Islamabad,Manual,1905,2750000
7239991,,Sedan,Bahawalpur,Crystal Black,1600,Petrol,Honda,100000,Civic,Multan,Automatic,1905,1645000
7893877,,Sedan,Karachi,Black,1500,Petrol,Toyota,21000,Yaris,Sindh,Automatic,1905,4475000
7893936,,MPV,Islamabad,Super White,1600,Petrol,Suzuki,100000,APV,Lahore,Manual,1905,1500000
7893872,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,69000,Wagon,Punjab,Manual,1905,2350000
7893881,,Hatchback,Rawalpindi,Snow White Pearl,800,Petrol,Suzuki,10000,Mehran,Faisalabad,Manual,1905,370000
7893882,Imported,Sedan,Shorkot,White,1300,Petrol,Suzuki,160000,Liana,Lahore,Manual,1905,1435000
7892606,,Sedan,Karachi,Attitude Black,1798,Petrol,Toyota,122000,Corolla,Karachi,Automatic,1905,3850000
7893884,,Sedan,Gujrat,White,1300,Petrol,Toyota,45000,Corolla,Lahore,Manual,1905,3565000
7893885,,Hatchback,Peshawar,Burgundy,1000,Petrol,Suzuki,200000,Alto,Peshawar,Manual,1905,750000
7893890,,Hatchback,Sheikhupura,Solid White,1000,Petrol,Suzuki,118800,Cultus,Lahore,Manual,1905,1150000
7893891,,Sedan,Lahore,Graphite Grey,1598,Petrol,Toyota,21000,Corolla,Punjab,Automatic,1905,5835000
7893892,,,Karachi,Silver,1500,Petrol,Honda,60000,Civic,Karachi,Automatic,1905,5300000
7893889,,Sedan,Haripur,White,1300,Petrol,Toyota,107000,Corolla,Islamabad,Manual,1905,4300000
7886122,,Sedan,Jhelum,Crystal Black,1800,Petrol,Honda,41500,Civic,Islamabad,Automatic,1905,6865000
7893895,Imported,Crossover,Sialkot,White,996,Petrol,Toyota,20000,Raize,Un-Registered,Automatic,,5500000
7893898,,Hatchback,Lahore,White,660,Petrol,Suzuki,8000,Alto,Punjab,Manual,1905,2600000
7893899,,,Faisalabad,Silver,660,Petrol,Suzuki,300000,Mehran,Sindh,Automatic,1905,670000
7893897,,Hatchback,Peshawar,Silver,800,Petrol,Suzuki,7455,Mehran,Lahore,Manual,1905,1280000
7893900,,Sedan,Lahore,White,1500,Petrol,Changan,21000,Alsvin,Punjab,Automatic,1905,4250000
7893903,,Hatchback,Lahore,Silver,660,Petrol,Suzuki,13000,Alto,Punjab,Manual,,2600000
7893907,,Sedan,Karachi,Attitude Black,1598,Petrol,Toyota,2000,Corolla,Karachi,Automatic,,6750000
7222626,,,Karachi,Green,800,Petrol,Suzuki,70000,Ravi,Karachi,Manual,1905,550000
7893909,,Sedan,Faisalabad,Black,1300,Petrol,Toyota,1,Corolla,Faisalabad,Manual,1905,1825000
7893910,,Hatchback,Islamabad,White,660,Petrol,Suzuki,29000,Alto,Punjab,Manual,1905,2345000
7893827,,Mini Van,Karachi,White,800,Petrol,Suzuki,1,Bolan,Sindh,Manual,1905,630000
7720478,Imported,,Talagang,Silver,2400,Petrol,Toyota,200000,Estima,Lahore,Automatic,1905,3000000
7893832,,Hatchback,Faisalabad,Silver Metallic,800,Petrol,Suzuki,80000,Mehran,Faisalabad,Manual,1905,590000
7893829,,Hatchback,Faisalabad,White,1000,Petrol,Suzuki,80000,Cultus,Lahore,Manual,1905,790000
7565773,,Sedan,Faisalabad,Silver,1800,Petrol,Honda,109000,Civic,Lahore,Automatic,1905,4990000
7893837,,Hatchback,Rawalpindi,Solid White,1000,Petrol,Suzuki,175000,Cultus,Islamabad,Manual,1905,1550000
7893843,Imported,MPV,Karachi,Blue,1800,Petrol,Toyota,160803,Prius,Sindh,Automatic,1905,4290000
6638889,,Sedan,Rawalpindi,Lunar Silver Metallic,1500,Petrol,Honda,117000,City,Islamabad,Manual,1905,2975000
7893842,,Sedan,Lahore,White,1300,Petrol,Toyota,55217,Corolla,Lahore,Automatic,1905,4145000
7893841,,Sedan,Rawalpindi,White,1300,Petrol,Toyota,76000,Corolla,Islamabad,Automatic,1905,4600000
7893848,,Hatchback,Mandra,White,1000,Petrol,Suzuki,55500,Khyber,Lahore,Manual,1905,425000
7780405,,Hatchback,Mansehra,Solid White,1000,Petrol,Suzuki,24000,Wagon,Islamabad,Manual,1905,2720000
7893850,,Hatchback,Lahore,Solid White,800,Petrol,Suzuki,100000,Mehran,Lahore,Manual,1905,520000
7811128,Imported,Hatchback,Sialkot,Silky Silver Metallic,660,Petrol,Suzuki,600,Alto,Un-Registered,Automatic,1905,3750000
7893857,Imported,Hatchback,Lahore,Burgundy,660,Petrol,Daihatsu,70000,Cast,Lahore,Automatic,1905,2650000
7723423,,Sedan,Kohat,Grey,1600,Petrol,Honda,306499,Civic,Islamabad,Automatic,1905,1560000
7651613,,Hatchback,Sialkot,Graphite Grey,1000,Petrol,Suzuki,14635,Alto,Lahore,Manual,1905,910000
7657324,,Sedan,Peshawar,Super White,1598,Petrol,Toyota,2600,Corolla,Islamabad,Automatic,1905,6300000
7685700,Imported,SUV,Lahore,White,4600,Petrol,Toyota,178000,Land,Islamabad,Automatic,1905,22000000
7893860,,Sedan,Multan,Taffeta White,1800,Petrol,Honda,23000,Civic,Islamabad,Automatic,1905,7300000
7893871,,Hatchback,Peshawar,Grey,800,Petrol,Daihatsu,170000,Cuore,Sindh,Manual,1905,1125000
7893870,,Sedan,Lahore,Grey,1300,Petrol,Honda,275000,City,Lahore,Manual,1905,2290000
7359064,,Sedan,Islamabad,Silver,1600,Petrol,Honda,91500,Civic,Lahore,Automatic,1905,2400000
7504888,,Sedan,Islamabad,White,1800,Petrol,Toyota,36000,Corolla,Islamabad,Automatic,1905,7375000
7893867,,Van,Islamabad,Solid White,800,Petrol,Suzuki,80000,Bolan,Punjab,Manual,1905,1350000
7673762,,Sedan,Multan,Silver,1800,Petrol,Honda,320000,Civic,Islamabad,Manual,1905,1850000
7070958,Imported,Sedan,Karak,White,2400,Petrol,Honda,150000,Accord,Sindh,Automatic,1905,2000000
7893817,,Hatchback,Khanewal,White,800,Petrol,Suzuki,15500,Mehran,Punjab,Manual,1905,1210000
7568134,,Hatchback,Lahore,Turquoise,1000,Petrol,Suzuki,150000,Alto,Lahore,Manual,1905,730000
7893786,Imported,Sedan,Lahore,Super White,1300,Petrol,Toyota,92000,Belta,Lahore,Automatic,1905,2260000
7569235,Imported,SUV,Islamabad,White,660,Petrol,Daihatsu,215000,Terios,Islamabad,Automatic,1905,2250000
7889555,,Hatchback,Wah,White,1000,Petrol,Suzuki,105000,Alto,Sindh,Manual,1905,900000
7802418,Imported,SUV,Abbottabad,Grey,1600,Petrol,Suzuki,81000,Vitara,Karachi,Automatic,1905,4750000
7207938,,Hatchback,Daska,Gold,1000,Petrol,Suzuki,69000,Cultus,Punjab,Manual,1905,885000
7893790,Imported,,Lahore,White,1000,Petrol,Toyota,73000,Passo,Lahore,Automatic,1905,3300000
4830706,,Hatchback,Rawalpindi,Beige,800,Petrol,Suzuki,65500,Mehran,Lahore,Manual,1905,350000
7893793,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,81500,Civic,Islamabad,Automatic,1905,5375000
7893797,,Sedan,Kotli,Black,2000,Diesel,Toyota,275000,Corolla,Islamabad,Manual,1905,1380000
7688485,Imported,Hatchback,Hyderabad,Silver,1000,Petrol,Toyota,140000,Vitz,Karachi,Automatic,1905,1525000
7893800,,Sedan,Lahore,White,1300,Petrol,Toyota,32000,Corolla,Punjab,Manual,1905,3950000
7893799,Imported,Sedan,Islamabad,White,2000,Petrol,Toyota,217000,Mark,Islamabad,Automatic,1905,2200000
7893805,,Sedan,Lahore,White,1300,Petrol,Toyota,196000,Corolla,Lahore,Manual,1905,1750000
7893810,,Compact sedan,Sialkot,Gold,1323,,KIA,100000,Classic,Islamabad,Manual,1905,490000
7673608,,Sedan,Mandi,Blue,1500,Petrol,Honda,150000,Civic,Lahore,Automatic,1905,1500000
7893811,Imported,Hatchback,Karachi,White,660,Petrol,Suzuki,31000,Alto,Sindh,Automatic,1905,2300000
7893821,,Hatchback,Lodhran,Solid White,1000,Petrol,Suzuki,65000,Wagon,Bahawalpur,Manual,1905,2000000
7402316,,Sedan,Lahore,Silver,1300,Petrol,Toyota,91000,Corolla,Lahore,Automatic,1905,3800000
7893749,,Hatchback,Lahore,Silky Silver,660,Petrol,Suzuki,49000,Alto,Punjab,Manual,1905,1700000
7653255,Imported,Sedan,Lahore,White,3000,Petrol,Toyota,150000,Mark,Islamabad,Automatic,1905,4700000
6963540,,Hatchback,Rawalpindi,White,800,Petrol,Suzuki,61000,Mehran,Punjab,Manual,1905,850000
7893755,,Sedan,Lahore,White,1300,Petrol,Honda,89000,City,Lahore,Automatic,1905,3350000
7893751,Imported,Mini Van,Karachi,,660,Petrol,Daihatsu,71000,Hijet,Karachi,Automatic,1905,2350000
7699674,Imported,SUV,Bahawalpur,Armor Silver,1500,Petrol,Proton,17000,X70,Islamabad,Automatic,1905,8350000
7893757,,Sedan,Faisalabad,White,1300,Petrol,Toyota,67000,Corolla,Lahore,Automatic,1905,4175000
7617232,,Sedan,Lahore,Modern Steel Metallic,1800,Petrol,Honda,161231,Civic,Punjab,Automatic,1905,2590000
7893758,,Hatchback,Lahore,Graphite Grey,1000,Petrol,Suzuki,75000,Wagon,Punjab,Manual,1905,2015000
7707609,,Compact sedan,Peshawar,Red,1300,Petrol,KIA,123,Classic,Sindh,Automatic,1905,450000
7893759,,Hatchback,Karachi,White,1000,Petrol,Suzuki,76000,Cultus,Sindh,Manual,1905,1065000
7748321,Imported,Micro Van,Karachi,Black,660,Petrol,Suzuki,89000,Every,Sindh,Automatic,1905,2125000
7720336,,Sedan,Islamabad,Super White,1600,Petrol,Toyota,64000,Corolla,Islamabad,Automatic,1905,5000000
7893768,,Sedan,Islamabad,Grey,1500,Petrol,Honda,137946,Civic,Sindh,Automatic,1905,1250000
7893775,,Sedan,Lahore,Silver Metallic,1300,Petrol,Toyota,70000,Yaris,Lahore,Automatic,1905,3550000
7893771,,Hatchback,Lahore,White,1300,Petrol,Suzuki,185000,Swift,Lahore,Manual,1905,1750000
7590116,Imported,Hatchback,Islamabad,White,660,Petrol,Daihatsu,48000,Move,Islamabad,Automatic,1905,3550000
7722711,,Van,Muridke,White,800,Petrol,Suzuki,786,Bolan,Lahore,Manual,1905,950000
7893780,,Sedan,Pak,White,1300,Petrol,Honda,306000,City,Lahore,Manual,1905,1150000
7893778,Imported,Hatchback,Peshawar,Silver,1000,Petrol,Toyota,120,Vitz,Lahore,Automatic,1905,2680000
7893715,,Hatchback,Rawalpindi,Solid White,796,Petrol,Suzuki,91000,Mehran,Islamabad,Manual,1905,1450000
7893718,,Sedan,Lahore,Burgundy,1500,Petrol,Honda,53000,City,Islamabad,Manual,1905,3780000
7893714,,Sedan,Karachi,Silver,1300,Petrol,Honda,132165,City,Karachi,Manual,1905,1480000
7893719,Imported,Hatchback,Islamabad,Black,660,Petrol,Nissan,86000,Dayz,Islamabad,Automatic,1905,2390000
7893720,Imported,Hatchback,Lahore,Pearl White III,658,Petrol,Daihatsu,35000,Move,Un-Registered,Automatic,1905,3900000
7893722,,Sedan,Karachi,White,1800,Petrol,Honda,129000,Civic,Sindh,Automatic,1905,2450000
7893723,,Hatchback,Karachi,Green,1000,Petrol,Suzuki,15,Cultus,Sindh,Manual,1905,1190000
7893733,Imported,Sedan,Karachi,Blue,2000,Petrol,Toyota,117000,Mark,Sindh,Automatic,1905,2675000
7893727,,Hatchback,Gujranwala,Beige,800,Petrol,Daihatsu,215,Cuore,Lahore,Manual,1905,700000
7893731,Imported,Hatchback,Karachi,Black,1000,Petrol,Daihatsu,100000,Boon,Karachi,Automatic,1905,1725000
7892746,,Sedan,Karachi,Grey,1800,Petrol,Honda,83800,Civic,Karachi,Automatic,1905,4900000
7893734,,Hatchback,Rawalpindi,Silver,1000,Petrol,Suzuki,140000,Alto,Sindh,Manual,1905,1050000
7862951,,Sedan,Karachi,White,1300,Petrol,Toyota,150000,Corolla,Sindh,Manual,1905,2080000
7893739,,Sedan,Karachi,Burgundy,1600,Petrol,Toyota,105000,Corolla,Karachi,Automatic,1905,2500000
7893740,Imported,Crossover,Daska,White,1500,Hybrid,Honda,110533,Vezel,Islamabad,Automatic,1905,5280000
7893737,Imported,Sedan,Pak,White,1500,Petrol,Mitsubishi,122000,Lancer,Lahore,Automatic,1905,1950000
7893738,,Sedan,D.G.Khan,Super White,1799,Petrol,Toyota,25000,Corolla,Un-Registered,Automatic,1905,6500000
7893742,,Hatchback,Lahore,White,1000,Petrol,Suzuki,92000,Alto,Lahore,Manual,1905,850000
7893741,,Sedan,Islamabad,White,1300,Petrol,Proton,10,Saga,Un-Registered,Automatic,,4300000
7719865,,Hatchback,Lahore,Silver,660,Petrol,Suzuki,25000,Alto,Punjab,Manual,1905,2425000
7893745,Imported,,Karachi,Grey,1500,Hybrid,Toyota,115300,Aqua,Karachi,Automatic,1905,5450000
7893784,,Sedan,Sukkur,Super White,1500,Petrol,Toyota,48000,Yaris,Sindh,Automatic,1905,4600000
7893783,,Sedan,Lahore,White,1300,Petrol,Toyota,93000,Corolla,Islamabad,Automatic,1905,3850000
7893712,Imported,Hatchback,Karachi,Silver,660,Petrol,Mazda,118000,Carol,Karachi,Automatic,1905,1700000
7893785,,Sedan,Islamabad,Crystal Black,1800,Petrol,Honda,94000,Civic,Islamabad,Automatic,1905,5700000
7893664,,Compact sedan,Islamabad,Taffeta White,1200,Petrol,Honda,12,City,Un-Registered,Automatic,,5300000
7893669,,SUV,Karachi,White,1999,Petrol,KIA,45000,Sportage,Karachi,Automatic,1905,7050000
7893673,Imported,Hatchback,Karachi,Gold,1000,Petrol,Suzuki,89000,Cultus,Sindh,Manual,1905,2500000
7893675,,Sedan,Rawalpindi,Red,2000,Diesel,Toyota,288899,Corolla,Lahore,Manual,1905,1170000
7893671,,Double Cabin,Peshawar,Attitude Black,2500,Diesel,Toyota,88000,Hilux,Islamabad,Automatic,1905,7100000
7565786,Imported,,Islamabad,Silver,3000,Petrol,Mercedes,150000,Benz,Islamabad,Manual,1905,4550000
7860595,Imported,Sedan,Lahore,Green,3000,Petrol,Toyota,20000,Crown,Lahore,Automatic,1905,2400000
7473920,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,81000,Civic,Lahore,Automatic,1905,5500000
7893685,Imported,Hatchback,Karachi,Cherry Pearl Crystal,1500,Hybrid,Toyota,70000,Aqua,Karachi,Automatic,1905,4600000
